id,first_name,last_name,email,ip_address,color,car_vin,car_company,car_model,car_model_year,car_price,country,city,date32,Cello,Carroll,ccarrollv@spotify.com,213.92.152.33,#e24e3a,JN8AZ1MU6CW935297,Mitsubishi,Truck,1987,67651.11,Poland,Oborniki Śląskie
66,Clementius,Naerup,cnaerup1t@tuttocitta.it,233.103.63.102,#75bf79,1GYS4JEF2DR071261,Mitsubishi,3000GT,1995,69929.29,Czech Republic,Krásná Lípa
80,Chariot,Kops,ckops27@mapquest.com,126.25.65.87,#93601f,WBAFR1C55BC272071,Mitsubishi,Montero,2001,19694.43,Poland,Ścinawa
124,Maxine,Sleath,msleath3f@gmpg.org,191.46.219.106,#3424eb,WA1LGAFE5ED933548,Mitsubishi,Raider,2006,67799.88,Poland,Skoczów
149,Julee,Gough,jgough44@ebay.co.uk,18.43.22.229,#87aa7a,5TFBW5F13CX770970,Mitsubishi,Outlander,2012,20062.34,Poland,Wąsosz
185,Melinde,Grimsdike,mgrimsdike54@about.com,178.79.124.46,#0543fc,1FTEX1C80AF812466,Mitsubishi,Endeavor,2006,91031.36,Poland,Jawornik Polski
236,Fidela,Morot,fmorot6j@sphinn.com,182.65.149.159,#033a8d,JTHKD5BH5E2436995,Mitsubishi,Endeavor,2010,13604.86,Czech Republic,Bohutín
272,Gregory,Farmiloe,gfarmiloe7j@myspace.com,35.7.201.117,#56b2f6,1GYEE23A290317227,Mitsubishi,Mirage,1985,68946.01,Czech Republic,Lysice
277,Burty,Rowswell,browswell7o@aboutads.info,76.225.67.25,#1a1d90,1GYS4GEF6BR688291,Mitsubishi,Mirage,1989,30618.20,Poland,Golina
281,Forbes,Haliburn,fhaliburn7s@icq.com,30.109.153.66,#fe6e3c,WAUVT58E75A797369,Mitsubishi,Montero,2005,19069.70,Poland,Zagórnik
340,Berny,Jereatt,bjereatt9f@php.net,80.188.172.239,#afda2e,SCBLF44J39C915414,Mitsubishi,Lancer,2004,48645.33,Poland,Kobylanka
354,Vi,Ogilvie,vogilvie9t@yandex.ru,83.96.144.114,#1e6d7e,3VW507AT2FM463610,Mitsubishi,GTO,1999,82712.62,Poland,Przelewice
